Date,USD,BOV
5/9/2018,3.5619,84.26549
5/10/2018,3.5903,85.8612
5/11/2018,3.5495,85.22024
5/14/2018,3.6029,85.23218
5/15/2018,3.6216,85.13042
5/16/2018,3.6487,86.53697
5/17/2018,3.6744,83.62195
5/18/2018,3.6951,83.08188
5/21/2018,3.7384,81.81532
5/22/2018,3.6757,82.73888
5/23/2018,3.646,80.86729
5/24/2018,3.6256,80.12231
5/25/2018,3.6481,78.89766
5/28/2018,3.6262,75.35584
5/29/2018,3.7342,76.07197
5/30/2018,3.7241,76.75361
6/1/2018,3.722,77.23975
6/4/2018,3.7616,78.59606
6/5/2018,3.7445,76.64172
6/6/2018,3.8043,76.11722
6/7/2018,3.8434,73.85146
6/8/2018,3.9007,72.94207
6/11/2018,3.7049,72.30777
6/12/2018,3.7088,72.75413
6/13/2018,3.715,72.12214
6/14/2018,3.7188,71.42119
6/15/2018,3.804,70.75773
6/18/2018,3.7287,69.81474
6/19/2018,3.7462,71.39434
6/20/2018,3.745,72.12341
6/21/2018,3.7691,70.0749
6/22/2018,3.7651,70.64065
6/25/2018,3.7863,70.95297
6/26/2018,3.7751,71.40459
6/27/2018,3.7958,70.609
6/28/2018,3.8601,71.76652
6/29/2018,3.8595,72.76251
7/2/2018,3.8756,72.83974
7/3/2018,3.9126,73.66775
7/4/2018,3.8963,74.74311
7/5/2018,3.911,74.55306
7/6/2018,3.9313,75.01039
7/10/2018,3.8713,74.86238
7/11/2018,3.8151,74.39855
7/12/2018,3.8761,75.85622
7/13/2018,3.8807,76.59435
7/16/2018,3.8494,76.65258
7/17/2018,3.856,78.1303
7/18/2018,3.8359,77.36263
7/19/2018,3.8492,77.48684
7/20/2018,3.8285,78.57129
7/23/2018,3.7708,77.99612
7/24/2018,3.7804,79.15498
7/25/2018,3.7461,80.21804
7/26/2018,3.6864,79.40534
7/27/2018,3.7443,79.8661
7/30/2018,3.7111,80.27559
7/31/2018,3.7281,79.22043
8/1/2018,3.753,79.30165
8/2/2018,3.747,79.63669
8/3/2018,3.7484,81.43498
8/6/2018,3.7023,81.05076
8/7/2018,3.7345,80.34652
8/8/2018,3.7505,79.1517
8/9/2018,3.7701,78.76799
8/10/2018,3.7996,76.51435
8/13/2018,3.8654,77.49645
8/14/2018,3.882,78.60211
8/15/2018,3.8644,77.07799
8/16/2018,3.9006,76.81872
8/17/2018,3.9039,76.0285
8/20/2018,3.9098,76.32789
8/21/2018,3.966,75.1804
8/22/2018,4.0485,76.9023
8/23/2018,4.0369,75.63377
8/24/2018,4.1123,76.26223
8/27/2018,4.1028,77.92968
8/28/2018,4.0775,77.47318
8/29/2018,4.1339,78.38883
8/30/2018,4.1055,76.40409
8/31/2018,4.1486,76.67753
9/3/2018,4.0537,76.19273
9/4/2018,4.1548,74.7118
9/5/2018,4.1537,75.09227
9/6/2018,4.1431,76.41601
9/10/2018,4.0438,76.43635
9/11/2018,4.0846,74.65651
9/12/2018,4.1516,75.12481
9/13/2018,4.1598,74.68667
9/14/2018,4.205,75.42909
9/17/2018,4.172,76.78885
9/18/2018,4.1321,78.31396
9/19/2018,4.1584,78.16866
9/20/2018,4.1303,78.11601
9/21/2018,4.076,79.44429
9/24/2018,4.05,77.98418
9/25/2018,4.0913,78.63014
9/26/2018,4.0736,78.65616
9/27/2018,4.0308,80.00009
9/28/2018,4.012,79.34242
10/1/2018,4.0527,78.62366
10/2/2018,4.0164,81.61228
10/3/2018,3.9395,83.2734
10/4/2018,3.9004,82.95281
10/5/2018,3.8739,82.32152
10/8/2018,3.8358,86.08391
10/9/2018,3.7772,86.08755
10/10/2018,3.7148,83.67911
10/11/2018,3.7548,82.92108
10/15/2018,3.7816,83.35976
10/16/2018,3.7339,85.71756
10/17/2018,3.7236,85.76395
10/18/2018,3.6862,83.84712
10/19/2018,3.7203,84.21974
10/22/2018,3.7109,85.59669
10/23/2018,3.6823,85.30003
10/24/2018,3.6924,83.06356
10/25/2018,3.7311,84.08351
10/26/2018,3.7049,85.71987
10/29/2018,3.6416,83.79671
10/30/2018,3.7158,86.88571
10/31/2018,3.6946,87.42355
11/1/2018,3.7207,88.41905
11/5/2018,3.7,89.59816
11/6/2018,3.7246,88.66892
11/7/2018,3.7599,87.71435
11/8/2018,3.7304,85.62013
11/9/2018,3.7592,85.64121
11/12/2018,3.7294,85.5247
11/13/2018,3.7664,84.91411
11/14/2018,3.8014,85.97306
11/16/2018,3.7824,88.51527
11/19/2018,3.7425,87.90083
11/21/2018,3.7557,87.2688
11/22/2018,3.7961,87.47744
11/23/2018,3.8031,86.23022
11/26/2018,3.673,85.54651
11/27/2018,3.9397,87.89118
11/28/2018,3.8735,89.25082
11/29/2018,3.8492,89.70956
11/30/2018,3.851,89.50403
12/3/2018,3.8652,89.82009
12/4/2018,3.8408,88.62445
12/5/2018,3.8511,89.03979
12/6/2018,3.8674,88.84648
12/7/2018,3.8778,88.11507
12/10/2018,3.9058,85.91471
12/11/2018,3.9167,86.41957
12/12/2018,3.9026,86.97746
12/13/2018,3.8541,87.83759
12/14/2018,3.8907,87.4495
12/17/2018,3.9155,86.39968
12/18/2018,3.8976,86.61049
12/19/2018,3.9109,85.67352
12/20/2018,3.8962,85.26929
12/21/2018,3.8389,85.69715
12/26/2018,3.9028,85.1361
12/27/2018,3.9206,85.4602
12/28/2018,3.8715,87.88726
1/2/2019,3.8799,91.01231
1/3/2019,3.7863,91.56425
1/4/2019,3.7551,91.84079
1/7/2019,3.6612,91.69905
1/8/2019,3.7341,92.03186
1/9/2019,3.7124,93.61304
1/10/2019,3.68,93.80593
1/11/2019,3.7079,93.65831
1/14/2019,3.6596,94.47413
1/15/2019,3.6975,94.05572
1/16/2019,3.7164,94.39307
1/17/2019,3.7343,95.35109
1/18/2019,3.7489,96.09675
1/21/2019,3.7502,96.00977
1/22/2019,3.7514,95.10338
1/23/2019,3.812,96.55842
1/24/2019,3.7623,97.67719
1/28/2019,3.7696,95.44388
1/29/2019,3.7596,95.63933
1/30/2019,3.7185,96.99621
1/31/2019,3.6814,97.39374
2/1/2019,3.6428,97.86127
2/4/2019,3.6573,98.58863
2/5/2019,3.667,98.3112
2/6/2019,3.6683,94.63557
2/7/2019,3.6947,94.40559
2/8/2019,3.7149,95.3431
2/11/2019,3.7286,94.41291
2/12/2019,3.7552,96.1684
2/13/2019,3.708,95.8424
2/14/2019,3.7532,98.01509
2/15/2019,3.722,97.52591
2/19/2019,3.7317,97.65915
2/20/2019,3.722,96.54481
2/21/2019,3.724,96.93227
2/22/2019,3.7665,97.8856
2/25/2019,3.7463,97.2399
2/26/2019,3.7504,97.6025
2/27/2019,3.7471,97.30731
2/28/2019,3.7273,95.58435
3/1/2019,3.7475,94.60375
3/6/2019,3.7744,94.21687
3/7/2019,3.8368,94.34017
3/8/2019,3.8693,95.36485
3/11/2019,3.8134,98.02662
3/12/2019,3.8373,97.82803
3/13/2019,3.8116,98.90388
3/14/2019,3.8133,98.60467
3/15/2019,3.8405,99.13674
3/18/2019,3.813,99.99392
3/19/2019,3.79,99.58837
3/20/2019,3.7877,98.04137
3/21/2019,3.7742,96.72908
3/22/2019,3.791,93.73515
3/25/2019,3.906,93.66201
3/26/2019,3.8536,95.30682
3/27/2019,3.875,91.9034
3/28/2019,3.9882,94.38894
3/29/2019,3.8977,95.41455
4/1/2019,3.9225,96.05445
4/2/2019,3.8485,95.38676
4/3/2019,3.8523,94.49148
4/4/2019,3.8683,96.31306
4/5/2019,3.8559,97.10817
4/8/2019,3.874,97.36929
4/9/2019,3.8482,96.29179
4/10/2019,3.848,95.95345
4/11/2019,3.824,94.7547
4/12/2019,3.8558,92.875
4/15/2019,3.8803,93.08297
4/16/2019,3.8704,94.33331
4/17/2019,3.9038,93.28475
4/18/2019,3.9367,94.57826
4/22/2019,3.9345,94.58806
4/23/2019,3.9341,95.92324
4/24/2019,3.9183,95.04543
4/25/2019,3.9896,96.55203
4/26/2019,3.9527,96.23604
4/29/2019,3.9292,96.18775
4/30/2019,3.9443,96.35333
5/2/2019,3.9193,95.52762
5/3/2019,3.9662,96.00789
5/6/2019,3.9366,95.00866
5/7/2019,3.9682,94.38873
5/8/2019,3.9687,95.59661
5/9/2019,3.9263,94.80785
5/10/2019,3.9454,94.25756
5/13/2019,3.9597,91.72654
5/14/2019,3.9905,92.09244
5/15/2019,3.9751,91.62344
5/16/2019,3.9999,90.02447
5/17/2019,4.0462,89.99273
5/20/2019,4.0974,91.94619
5/21/2019,4.0949,94.48463
5/22/2019,4.0359,94.36066
5/23/2019,4.0368,93.91003
5/24/2019,4.0387,93.6278
5/27/2019,4.0212,94.86425
5/28/2019,4.0421,96.39276
5/29/2019,4.0236,96.56655
5/30/2019,3.9734,97.45736
5/31/2019,3.98,97.03032
6/3/2019,3.9242,97.02048
6/4/2019,3.8841,97.38028
6/5/2019,3.8536,95.99875
6/6/2019,3.8794,97.20485
6/7/2019,3.8784,97.82126
6/10/2019,3.8765,97.46669
6/11/2019,3.8845,98.96
6/12/2019,3.8551,98.32088
6/13/2019,3.8659,98.7737
6/14/2019,3.8482,98.04006
6/17/2019,3.8945,97.62325
6/18/2019,3.887,99.40439
6/19/2019,3.8595,100.30341
6/21/2019,3.8377,102.01264
6/24/2019,3.8205,102.06233
6/25/2019,3.8256,100.09295
6/26/2019,3.8455,100.68863
6/27/2019,3.8429,100.72397
6/28/2019,3.816,100.9672
7/1/2019,3.8495,101.33968
7/2/2019,3.8396,100.60517
7/3/2019,3.8439,102.04311
7/4/2019,3.825,103.63617
7/5/2019,3.8008,104.08947
7/8/2019,3.8191,104.53022
7/10/2019,3.799,105.81706
7/11/2019,3.7503,105.14644
7/12/2019,3.7548,103.90599
7/15/2019,3.7344,103.80269
7/16/2019,3.7537,103.77541
7/17/2019,3.7672,103.85553
7/18/2019,3.7618,104.71659
7/19/2019,3.7174,103.45193
7/22/2019,3.7459,103.94946
7/23/2019,3.7398,103.70428
7/24/2019,3.7724,104.11954
7/25/2019,3.7713,102.65458
7/26/2019,3.7752,102.81893
7/29/2019,3.7735,103.48263
7/30/2019,3.7801,102.93276
7/31/2019,3.7893,101.81213
8/1/2019,3.8117,102.12594
8/2/2019,3.8373,102.67368
8/5/2019,3.8839,100.09775
8/6/2019,3.9731,102.16369
8/7/2019,3.9587,102.78237
8/8/2019,3.9674,104.11523
8/9/2019,3.9176,103.99616
8/12/2019,3.9402,101.91522
8/13/2019,3.9839,103.29947
8/14/2019,3.9624,100.25801
8/15/2019,4.0503,99.05691
8/16/2019,3.9901,99.80578
8/19/2019,4.0046,99.46867
8/20/2019,4.0732,99.22225
8/21/2019,4.0517,101.2019
8/22/2019,4.024,100.01128
8/23/2019,4.068,97.66749
8/26/2019,4.1262,96.4296
8/27/2019,4.1515,97.27619
8/28/2019,4.12645,98.19353
8/29/2019,4.1692,100.52443
8/30/2019,4.1681,101.13461
9/2/2019,4.1439,100.62574
9/3/2019,4.1844,99.68083
9/4/2019,4.1651,101.20089
9/5/2019,4.0932,102.243
9/6/2019,4.106,102.93543
9/9/2019,4.0613,103.18059
9/10/2019,4.0934,103.0315
9/11/2019,4.0795,103.4456
9/12/2019,4.0642,104.37091
9/13/2019,4.0589,103.50118
9/16/2019,4.0855,103.68041
9/17/2019,4.0793,104.61686
9/18/2019,4.076,104.53193
9/19/2019,4.1073,104.33916
9/20/2019,4.1666,104.8174
9/23/2019,4.1483,104.63782
9/24/2019,4.1615,103.87566
9/25/2019,4.1617,104.48098
9/26/2019,4.1471,105.3194
9/27/2019,4.1692,105.07763
9/30/2019,4.1571,104.74532
10/1/2019,4.1548,104.0534
10/2/2019,4.1546,101.03144
10/3/2019,4.1244,101.51604
10/4/2019,4.0829,102.55132
10/7/2019,4.0546,100.57277
10/8/2019,4.1051,99.9814
10/9/2019,4.0909,101.24878
10/10/2019,4.1083,101.81713
10/11/2019,4.1084,103.83192
10/14/2019,4.1085,104.30158
10/15/2019,4.1237,104.48956
10/16/2019,4.1786,105.4228
10/17/2019,4.1486,105.01577
10/18/2019,4.1611,104.72889
10/21/2019,4.1111,106.02228
10/22/2019,4.124764,107.38111
10/23/2019,4.0784,107.54359
10/24/2019,4.0331,106.98615
10/25/2019,4.0393,107.36377
10/28/2019,4.0029,108.18706
10/29/2019,3.9888,107.55626
10/30/2019,3.9967,108.40754
10/31/2019,3.9862,107.21983
11/1/2019,4.016,108.19563
11/4/2019,3.9894,108.77933
11/5/2019,4.0108,108.71902
11/6/2019,3.992,108.36022
11/7/2019,4.0823,109.58057
11/8/2019,4.0995,107.62898
11/11/2019,4.1334,108.36744
11/12/2019,4.1513,106.75111
11/13/2019,4.1679,106.05995
11/14/2019,4.1686,106.55688
11/18/2019,4.1948,106.26925
11/19/2019,4.2164,105.86418
11/21/2019,4.195,107.49673
11/22/2019,4.1917,108.69228
11/25/2019,4.195,108.42393
11/26/2019,4.2254,107.0594
11/27/2019,4.2318,107.70775
11/28/2019,4.2627,108.29009
11/29/2019,4.188,108.23328
12/2/2019,4.2361,108.92783
12/3/2019,4.2223,108.95602
12/4/2019,4.204,110.30093
12/5/2019,4.2061,110.62227
12/6/2019,4.1846,111.12575
12/9/2019,4.1189,110.97723
12/10/2019,4.1411,110.67201
12/11/2019,4.1446,110.96387
12/12/2019,4.1237,112.19974
12/13/2019,4.087248,112.56486
12/16/2019,4.0858,111.89604
12/17/2019,4.0619,112.61566
12/18/2019,4.0702,114.31465
12/19/2019,4.059663,115.13125
12/20/2019,4.0688,115.12108
12/23/2019,4.0799,115.86329
12/26/2019,4.083,117.2032
12/27/2019,4.0547,116.53398
12/30/2019,4.0223,115.64534
1/2/2020,4.0163,118.5731
1/3/2020,4.0234,117.70666
1/6/2020,4.057,116.87792
1/7/2020,4.0604,116.66194
1/8/2020,4.0662,116.24703
1/9/2020,4.0628,115.94711
1/10/2020,4.0921,115.50342
1/13/2020,4.0705,117.32528
1/14/2020,4.1458,117.6324
1/15/2020,4.1313,116.41435
1/16/2020,4.1742,116.70421
1/17/2020,4.1836,118.4783
1/20/2020,4.1616,118.86163
1/21/2020,4.1885,117.02604
1/22/2020,4.2109,118.39136
1/23/2020,4.1813,119.52763
1/24/2020,4.1691,118.37636
1/27/2020,4.1595,114.48184
1/28/2020,4.2061,116.47898
1/29/2020,4.1934,115.38484
1/30/2020,4.2289,115.52804
1/31/2020,4.2422,113.76057
2/3/2020,4.2826,114.62921
2/4/2020,4.2468,115.55671
2/5/2020,4.2537,116.02827
2/6/2020,4.2336,115.18997
2/7/2020,4.2808,113.77029
2/10/2020,4.3204,112.5703
2/11/2020,4.320975,115.37061
2/12/2020,4.327531,116.67413
2/13/2020,4.3545,115.6624
2/14/2020,4.346767,114.38071
2/17/2020,4.297,115.30908
2/18/2020,4.3265,114.97729
2/19/2020,4.3548,116.51759
2/20/2020,4.364,114.58624
2/21/2020,4.3923,113.68142
2/26/2020,4.3868,105.71829
2/27/2020,4.4491,102.98354
2/28/2020,4.4848,104.17157
3/2/2020,4.4413,106.62541
3/3/2020,4.4724,105.53714
3/4/2020,4.5132,107.22422
3/5/2020,4.5834,102.23324
3/6/2020,4.6062,97.99677
3/9/2020,4.5898,86.0672
3/10/2020,4.7229,92.21447
3/11/2020,4.6421,85.17113
3/12/2020,4.8138,72.58253
3/13/2020,4.7902,82.67791
3/16/2020,4.8526,71.16805
3/17/2020,4.999,74.61724
3/18/2020,5.0097,66.89495
3/19/2020,5.103962,70.06416
3/20/2020,5.0942,66.95472
3/23/2020,5.0455,63.56962
3/24/2020,5.1417,69.7293
3/25/2020,5.0981,74.95557
3/26/2020,5.0337,77.70966
3/27/2020,5.0226,73.42878
3/30/2020,5.104629,74.63948
3/31/2020,5.1927,73.01976
4/1/2020,5.2035,70.9667
4/2/2020,5.2482,72.25346
4/3/2020,5.2553,69.53756
4/6/2020,5.3485,74.07298
4/7/2020,5.2853,76.35809
4/8/2020,5.2217,78.62462
4/9/2020,5.1235,77.68194
4/13/2020,5.1055,78.83582
4/14/2020,5.1985,79.91836
4/15/2020,5.162,78.83146
4/16/2020,5.237,77.81185
4/17/2020,5.2309,78.99029
4/20/2020,5.2327,78.97276
4/22/2020,5.315,80.68715
4/23/2020,5.4569,79.6733
4/24/2020,5.5331,75.33061
4/27/2020,5.5726,78.2386
4/28/2020,5.6526,81.31223
4/29/2020,5.4974,83.1708
4/30/2020,5.3348,80.50589
5/4/2020,5.477,78.87622
5/5/2020,5.5406,79.47078
5/6/2020,5.5781,79.06368
5/7/2020,5.7152,78.11857
5/8/2020,5.828719,80.26335
5/11/2020,5.477,79.0646
5/12/2020,5.8171,77.87195
5/13/2020,5.8848,77.7722
5/14/2020,5.8864,79.01081
5/15/2020,5.8094,77.55662
5/18/2020,5.8552,81.19429
5/19/2020,5.719,80.74235
5/20/2020,5.7552,81.31945
5/21/2020,5.6905,83.02709
5/22/2020,5.5524,82.17321
5/25/2020,5.5287,85.66348
5/26/2020,5.4434,85.46891
5/27/2020,5.344,87.94625
5/28/2020,5.2727,86.94909
5/29/2020,5.4036,87.40259
6/1/2020,5.3348,88.6201
6/2/2020,5.3665,91.04638
6/3/2020,5.1993,93.00214
6/4/2020,5.0616,93.82861
6/5/2020,5.1172,94.63706
6/8/2020,4.9595,97.64467
6/9/2020,4.8216,96.74655
6/10/2020,4.8984,94.68598
6/12/2020,4.975,92.79527
6/15/2020,5.0478,92.37552
6/16/2020,5.153207,93.53117
6/17/2020,5.2436,95.54729
6/18/2020,5.2279,96.12524
6/19/2020,5.3772,96.5721
6/22/2020,5.31,95.33596
6/23/2020,5.2519,95.97516
6/24/2020,5.151,94.37736
6/25/2020,5.3466,95.98309
6/26/2020,5.3595,93.83449
6/29/2020,5.4809,95.73535
6/30/2020,5.4021,95.05582
7/1/2020,5.4617,96.2032
7/2/2020,5.3162,96.23496
7/3/2020,5.3589,96.76485
7/6/2020,5.3114,98.93716
7/7/2020,5.3543,97.76104
7/8/2020,5.3778,99.76988
7/10/2020,5.3378,100.03183
7/13/2020,5.3269,98.69706
7/14/2020,5.4015,100.44023
7/15/2020,5.3668,101.79054
7/16/2020,5.366948,100.55327
7/17/2020,5.3307,102.88825
7/20/2020,5.3853,104.42637
7/21/2020,5.3277,104.30974
7/22/2020,5.1698,104.28957
7/23/2020,5.1181,102.29331
7/24/2020,5.2106,102.38158
7/27/2020,5.2291,104.47708
7/28/2020,5.141422,104.10907
7/29/2020,5.1523,105.60517
7/30/2020,5.1688,105.0087
7/31/2020,5.1539,102.91224
8/3/2020,5.2212,102.82996
8/4/2020,5.3187,101.21587
8/5/2020,5.2902,102.80176
8/6/2020,5.2909,104.12564
8/7/2020,5.3313,102.77555
8/10/2020,5.4372,103.44448
8/11/2020,5.4805,102.1744
8/12/2020,5.3804,102.11779
8/13/2020,5.435,100.4606
8/14/2020,5.367,101.35345
8/17/2020,5.4208,99.59541
8/18/2020,5.5083,102.06535
8/19/2020,5.4654,100.85372
8/20/2020,5.5564,101.46787
8/21/2020,5.5559,101.52129
8/24/2020,5.6186,102.29795
8/25/2020,5.6106,102.11764
8/26/2020,5.5074,100.62733
8/27/2020,5.6072,100.62364
8/28/2020,5.5687,102.14293
8/31/2020,5.39,99.36915
9/1/2020,5.4909,102.16765
9/2/2020,5.3973,101.91113
9/3/2020,5.3387,100.72136
9/4/2020,5.2899,101.24173
9/8/2020,5.2983,100.05043
9/9/2020,5.3606,101.29205
9/10/2020,5.3085,98.83459
9/11/2020,5.3205,98.36322
9/14/2020,5.3162,100.27452
9/15/2020,5.2683,100.29791
9/16/2020,5.2743,99.67568
9/17/2020,5.236,100.09783
9/18/2020,5.2378,98.28971
9/21/2020,5.3898,96.99072
9/22/2020,5.4126,97.29354
9/23/2020,5.4699,95.73482
9/24/2020,5.5924,97.01207
9/25/2020,5.5084,96.99938
9/28/2020,5.5611,94.66637
9/29/2020,5.6602,93.58035
9/30/2020,5.6305,94.60338
10/1/2020,5.6084,95.47852
10/2/2020,5.642,94.01568
10/5/2020,5.6816,96.08919
10/6/2020,5.5734,95.61503
10/7/2020,5.5938,95.52626
10/8/2020,5.6113,97.91973
10/9/2020,5.5986,97.48331
10/13/2020,5.5297,98.50282
10/14/2020,5.5685,99.33443
10/15/2020,5.5905,99.05406
10/16/2020,5.6112,98.30912
10/19/2020,5.6448,98.65765
10/20/2020,5.6056,100.53983
10/21/2020,5.6042,100.55244
10/22/2020,5.6078,101.91773
10/23/2020,5.5913,101.25975
10/26/2020,5.619251,101.01696
10/27/2020,5.6227,99.60554
10/28/2020,5.7052,95.36876
10/29/2020,5.7449,96.58216
10/30/2020,5.7778,93.9524
11/3/2020,5.7411,95.97971
11/4/2020,5.7549,97.86681
11/5/2020,5.663,100.7514
11/6/2020,5.5234,100.92511
11/9/2020,5.3627,103.51516
11/10/2020,5.3847,105.06696
11/11/2020,5.4139,104.80883
11/12/2020,5.39,102.50701
11/13/2020,5.4567,104.723
11/16/2020,5.457,106.42992
11/17/2020,5.4149,107.24863
11/18/2020,5.3272,106.11909
11/19/2020,5.3617,106.6699
11/20/2020,5.3045,106.04248
11/23/2020,5.3781,107.37892
11/24/2020,5.4406,109.7863
11/25/2020,5.3726,110.13253
11/26/2020,5.3226,110.22709
11/27/2020,5.3353,110.57547
11/30/2020,5.3425,108.89332
12/1/2020,5.3311,111.39991
12/2/2020,5.2049,111.87853
12/3/2020,5.2163,112.29159
12/4/2020,5.151,113.75022
12/7/2020,5.1544,113.58977
12/8/2020,5.0983,113.79306
12/9/2020,5.1197,113.00116
12/10/2020,5.1697,115.12863
12/11/2020,5.0242,115.128
12/14/2020,5.0642,114.61112
12/15/2020,5.1177,116.14863
12/16/2020,5.078884,117.85735
12/17/2020,5.0832,118.40057
12/18/2020,5.0569,118.02367
12/21/2020,5.1006,115.82257
12/22/2020,5.118938,116.63618
12/23/2020,5.156655,117.80685
12/28/2020,5.2153,119.1237
12/29/2020,5.2459,119.40915
12/30/2020,5.2086,119.01724
1/4/2021,5.1919,118.85471
1/5/2021,5.2953,119.37621
1/6/2021,5.2841,119.10008
1/7/2021,5.3129,122.38592
1/8/2021,5.4088,125.07663
1/11/2021,5.412188,123.25513
1/12/2021,5.4877,123.998
1/13/2021,5.3214,121.93308
1/14/2021,5.2975,123.48052
1/15/2021,5.1958,120.3488
1/18/2021,5.2913,121.24163
1/19/2021,5.2948,120.63639
1/20/2021,5.3567,119.6464
1/21/2021,5.2905,118.32899
1/22/2021,5.3495,117.38049
1/26/2021,5.4655,116.46406
1/27/2021,5.3538,115.8823
1/28/2021,5.4126,118.88325
1/29/2021,5.437989,115.06755
2/1/2021,5.4608,117.51757
2/2/2021,5.4305,118.23381
2/3/2021,5.3669,119.72472
2/4/2021,5.352,119.26082
2/5/2021,5.4257,120.24026
2/8/2021,5.3692,119.69636
2/9/2021,5.3643,119.47162
2/10/2021,5.3767,118.43533
2/11/2021,5.3849,119.29983
2/12/2021,5.3654,119.42872
2/17/2021,5.3694,120.35579
2/18/2021,5.4098,119.19897
2/19/2021,5.4258,118.43053
2/22/2021,5.3807,112.6677
2/23/2021,5.4634,115.22746
2/24/2021,5.4396,115.66778
2/25/2021,5.402964,112.25636
2/26/2021,5.528025,110.03517
3/1/2021,5.5976,110.33483
3/2/2021,5.6407,111.5398
3/3/2021,5.6751,111.18395
3/4/2021,5.6175,112.69017
3/5/2021,5.6683,115.20223
3/8/2021,5.6895,110.61158
3/9/2021,5.8746,111.33062
3/10/2021,5.8015,112.77649
3/11/2021,5.6711,114.98376
3/12/2021,5.5348,114.1604
3/15/2021,5.495156,114.85074
3/16/2021,5.6145,114.01878
3/17/2021,5.6234,116.54944
3/18/2021,5.5831,114.83543
3/19/2021,5.5587,116.22158
3/22/2021,5.493563,114.97886
3/23/2021,5.5055,113.2618
3/24/2021,5.5204,112.06419
3/25/2021,5.6196,113.7499
3/26/2021,5.6484,114.78062
3/29/2021,5.7524,115.41872
3/30/2021,5.7808,116.84967
3/31/2021,5.7716,116.63372
4/1/2021,5.6313,115.25331
4/5/2021,5.7106,117.51844
4/6/2021,5.6627,117.49887
4/7/2021,5.5932,117.62358
4/8/2021,5.6121,118.31323
4/9/2021,5.5666,117.6699
4/12/2021,5.6793,118.81174
4/13/2021,5.7322,119.29713
4/14/2021,5.7163,120.29468
4/15/2021,5.6529,120.70067
4/16/2021,5.615,121.11393
4/19/2021,5.5858,120.93378
4/20/2021,5.5453,120.06199
4/22/2021,5.5679,119.37148
4/23/2021,5.4432,120.53006
4/26/2021,5.4772,120.59461
4/27/2021,5.4353,119.38837
4/28/2021,5.451,121.05252
4/29/2021,5.3414,120.06575
4/30/2021,5.3364,118.89384
5/3/2021,5.4397,119.20948
5/4/2021,5.4381,117.712
5/5/2021,5.4426,119.56444
5/6/2021,5.3527,119.92061
5/7/2021,5.273431,122.03811
5/10/2021,5.2355,121.90903
5/11/2021,5.2222,122.96401
5/12/2021,5.2212,119.71003
5/13/2021,5.3031,120.70591
5/14/2021,5.3077,121.88082
5/17/2021,5.2695,122.93787
5/18/2021,5.2715,122.97996
5/19/2021,5.2595,122.6363
5/20/2021,5.308,122.70079
5/21/2021,5.2813,122.59247
5/24/2021,5.3618,124.03162
5/25/2021,5.3185,122.98771
5/26/2021,5.3307,123.98917
5/27/2021,5.3105,124.36657
5/28/2021,5.2382,125.56137
5/31/2021,5.238,126.21573
6/1/2021,5.2166,128.26705
6/2/2021,5.1497,129.60144
6/4/2021,5.0763,130.12578
6/7/2021,5.0446,130.77627
6/8/2021,5.0452,129.78711
6/9/2021,5.0349,129.9068
6/10/2021,5.0615,130.07617
6/11/2021,5.0545,129.44103
6/14/2021,5.117,130.20796
6/15/2021,5.0586,130.09108
6/16/2021,5.0438,129.25949
6/17/2021,5.0543,128.05722
6/18/2021,5.0074,128.40535
6/21/2021,5.096,129.26496
6/22/2021,5.0131,128.76745
6/23/2021,4.9571,128.42798
6/24/2021,4.9652,129.51362
6/25/2021,4.9127,127.25561
6/28/2021,4.9154,127.42917
6/29/2021,4.9248,127.32744
6/30/2021,4.9551,126.80166
7/1/2021,4.9692,125.66619
7/2/2021,5.045102,127.62165
7/5/2021,5.0592,126.92005
7/6/2021,5.088459,125.09488
7/7/2021,5.1953,127.01871
7/8/2021,5.2312,125.42777
7/12/2021,5.2579,127.59383
7/13/2021,5.1727,128.16774
7/14/2021,5.1624,128.40651
7/15/2021,5.0699,127.46788
7/16/2021,5.11,125.96026
7/19/2021,5.1154,124.39457
7/20/2021,5.2509,125.40136
7/21/2021,5.2199,125.92925
7/22/2021,5.1873,126.14666
7/23/2021,5.1996,125.05278
7/26/2021,5.1979,126.00386
7/27/2021,5.1754,124.61203
7/28/2021,5.1691,126.28559
7/29/2021,5.1148,125.67533
7/30/2021,5.0804,121.80079
8/2/2021,5.2087,122.51574
8/3/2021,5.1746,123.57656
8/4/2021,5.1968,121.80121
8/5/2021,5.1682,121.63292
8/6/2021,5.2452,122.81036
8/9/2021,5.232,123.01938
8/10/2021,5.2318,122.20247
8/11/2021,5.1883,122.05634
8/12/2021,5.2182,120.70098
8/13/2021,5.2522,121.19375
8/16/2021,5.2475,119.18003
8/17/2021,5.2597,117.90381
8/18/2021,5.2943,116.64262
8/19/2021,5.3786,117.16469
8/20/2021,5.4141,118.05277
8/23/2021,5.379,117.47167
8/24/2021,5.3799,120.21075
8/25/2021,5.2458,120.81771
8/26/2021,5.211,118.72397
8/27/2021,5.2516,120.6776
8/30/2021,5.2028,119.73996
8/31/2021,5.1829,118.78103
9/1/2021,5.1493,119.3956
9/2/2021,5.1846,116.67708
9/3/2021,5.1818,116.93324
9/6/2021,5.1898,117.86863
9/8/2021,5.1696,113.41284
9/9/2021,5.3206,115.36086
9/10/2021,5.1965,114.28593
9/13/2021,5.247,116.40372
9/14/2021,5.2132,116.18055
