"ano_sem","Timestamp","Qual é a sua turma (dia/horario)?","exp_s_n","1.1) Qual seu sentimento com relação a programação?","sentimento","1.2) Qual sua experiência com programação?","1.3) Quais linguagens de programação você tem algum nível de conhecimento?","1.4) Você acredita que programação tem um papel relevante na análise de dados?","prog_dados","2) Como você avalia seu raciocínio logico?","logica","3) Qual seu sentimento com as disciplinas exatas, como matemática?","matematica","4) Como você avalia sua capacidade de analisar dados, por exemplo interpretar gráficos e dados publicados pela mídia?","ana_dados","5) Qual sua percepção sobre Inteligência Artificial (IA) e aprendizado de máquina (ML)","ia","6) Quanto a sua motivação em relação a esta disciplina assinale uma ou mais afirmações:","motivacao","1) Você tem alguma experiência com programação?","Ano","1.3) Quais linguagens de programação você tem algum nível de conhecimento? [Python]","1.3) Quais linguagens de programação você tem algum nível de conhecimento? [R]","1.3) Quais linguagens de programação você tem algum nível de conhecimento? [VBA]","1.3) Quais linguagens de programação você tem algum nível de conhecimento? [Javascript]","1.3) Quais linguagens de programação você tem algum nível de conhecimento? [Java]","1.3) Quais linguagens de programação você tem algum nível de conhecimento? [C]","1.3) Quais linguagens de programação você tem algum nível de conhecimento? [PHP]","1.3) Quais linguagens de programação você tem algum nível de conhecimento? [Outras]","Qual das afirmações abaixo mais se aproxima da sua opinião? *","Como você avalia sua capacidade de analisar dados, por exemplo interpretar gráficos e dados publicados pela mídia?","Pensando na sua percepção sobre Inteligência Artificial (IA) e aprendizado de máquina (ML) em geral, qual das afirmações abaixo mais se aproxima da sua opinião?*","Considerando as frases abaixo, a respeito de motivações diversas para esta disciplina, qual das afirmações abaixo mais se aproxima do seu caso?","Carimbo de data/hora","Curso","Quanto a sua motivação em relação a esta disciplina, assinale uma ou mais afirmações","Quão experiente em programação você é?","A quantos anos você programa?","Quais linguagens de programação você possui algum nível de conhecimento?","Quão bom você avalia seu raciocínio lógico?","Qual o seu nível de facilidade com as disciplinas exatas, como matemática?","Quão bom você avalia seu raciocínio matemático?","Qual o seu nível de facilidade em analisar dados e gráficos divulgados pela mídia ?","Quanto você consegue abstrair?","Quanto você consegue seguir um algoritmo?","Quão relevante você acha conhecimentos de programação para a sociedade?","Quão relevante você acha conhecimentos de programação para o seu curso?","Quão relevante você acha conhecimentos de programação para a análise de dados?","Quão bem você pode usar ferramentas e técnicas computacionais necessárias para o desenvolvimento do seu curso?","Quão aplicável você acha que Inteligência Artificial (IA) e Machine Learning (ML) é para sociedade?","Quão relevante você acha conhecimentos de programação para evolução na sua profissão?","Como você avalia a aplicabilidade de tecnologia, em particular programação, data science e IA/ML na resolução de problemas reais da sua profissão?","Como você avalia sua capacidade de abstração, ou seja, habilidade de se concentrar nos aspectos essenciais de um contexto qualquer, ignorando características menos importantes.","Quão bom você avalia seu raciocínio estatítico?","Qual o seu nível de facilidade em analisar dados e gráficos (por exemplo, os divulgados pela mídia) ?","Como você avalia sua habilidade de analisar dados históricos em maior volume com o suporte de ferramentas tecnológicas?","Como você avalia sua habilidade de criar previsões/projeções de dados futuros com o suporte de ferramentas tecnológicas?","Você usualmente necessita de diagramas ou outros elementos visuais para entender raciocínio lógicos?","rac_logico","rac_matematico","dados_graficos","IA_ML","experiencia","logico","matematico","motivo"
NA,2021-08-02 13:34:43,"Quarta - período da tarde - prof. Luiz",NA,NA,NA,NA,NA,NA,NA,"c) Tenho facilidade, mas não aplico muito no meu dia a dia",NA,"d) Tenho certa facilidade, mas não vejo grande uso no meu dia a dia",NA,NA,2,NA,1,NA,"Não sei programar mas estou muito motivado a aprender","Não","2021/2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"c) Tenho facilidade em construir meus próprios gráficos e análises em uma ferramenta como Excel","c) Tem certa utilidade, mas apenas em contextos de negócio bem específicos","Não sei programar mas estou muito motivado a aprender",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c) Tenho facilidade, mas não aplico muito no meu dia a dia","d) Tenho certa facilidade, mas não vejo grande uso no meu dia a dia","c) Tenho facilidade em construir meus próprios gráficos e análises em uma ferramenta como Excel","c) Tem certa utilidade, mas apenas em contextos de negócio bem específicos","Não",2,2,1
NA,2021-08-02 13:34:48,"Quarta - período da tarde - prof. Luiz",NA,NA,NA,NA,NA,NA,NA,"b) Demanda muita concentração, mas deduzo conclusões",NA,"a) Tenho pavor e tento nem usar no meu dia a dia",NA,NA,0,NA,-1,NA,"Não sei programar mas estou muito motivado a aprender","Não","2021/2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"b) Consigo realizar análise dados em pequena quantidade ou em gráficos simples","a) Isto é algo de ficção cientifica, sem aplicação prática no mundo real","Não sei programar mas estou muito motivado a aprender",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"b) Demanda muita concentração, mas deduzo conclusões","a) Tenho pavor e tento nem usar no meu dia a dia","b) Consigo realizar análise dados em pequena quantidade ou em gráficos simples","a) Isto é algo de ficção cientifica, sem aplicação prática no mundo real","Não",1,0,1
NA,2021-08-02 13:35:03,"Quarta - período da tarde - prof. Luiz",NA,NA,NA,NA,NA,NA,NA,"a) Limitado",NA,"b) Tenho certa dificuldade, mas com empenho consigo bons resultados",NA,NA,-1,NA,2,NA,"Não sei programar mas estou muito motivado a aprender","Não","2021/2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"a) Sinto muita dificuldade em analise de dados","d) Imprescindível para a sociedade da informação que vivemos hoje, e pode ser utilizada por pessoas não técnica.","Não sei programar mas estou muito motivado a aprender",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a) Limitado","b) Tenho certa dificuldade, mas com empenho consigo bons resultados","a) Sinto muita dificuldade em analise de dados","d) Imprescindível para a sociedade da informação que vivemos hoje, e pode ser utilizada por pessoas não técnica.","Não",0,1,1
NA,2021-08-02 13:35:28,"Segunda-feira - Tarde - Prof Luiz",NA,NA,NA,NA,NA,NA,NA,"b) Demanda muita concentração, mas deduzo conclusões",NA,"d) Tenho certa facilidade, mas não vejo grande uso no meu dia a dia",NA,NA,0,NA,2,NA,"Não sei programar mas estou muito motivado a aprender","Não","2021/2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"b) Consigo realizar análise dados em pequena quantidade ou em gráficos simples","d) Imprescindível para a sociedade da informação que vivemos hoje, e pode ser utilizada por pessoas não técnica.","Não sei programar mas estou muito motivado a aprender",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"b) Demanda muita concentração, mas deduzo conclusões","d) Tenho certa facilidade, mas não vejo grande uso no meu dia a dia","b) Consigo realizar análise dados em pequena quantidade ou em gráficos simples","d) Imprescindível para a sociedade da informação que vivemos hoje, e pode ser utilizada por pessoas não técnica.","Não",1,2,1
NA,2021-08-02 13:35:42,"Quarta - período da tarde - prof. Luiz",NA,NA,NA,NA,NA,NA,NA,"c) Tenho facilidade, mas não aplico muito no meu dia a dia",NA,"c) Tenho certa dificuldade, e nem com empenho consigo bons resultados",NA,NA,2,NA,1,NA,"Não sei programar mas estou muito motivado a aprender","Não","2021/2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"c) Tenho facilidade em construir meus próprios gráficos e análises em uma ferramenta como Excel","c) Tem certa utilidade, mas apenas em contextos de negócio bem específicos","Não sei programar mas estou muito motivado a aprender",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c) Tenho facilidade, mas não aplico muito no meu dia a dia","c) Tenho certa dificuldade, e nem com empenho consigo bons resultados","c) Tenho facilidade em construir meus próprios gráficos e análises em uma ferramenta como Excel","c) Tem certa utilidade, mas apenas em contextos de negócio bem específicos","Não",2,1.5,1
NA,2021-08-02 13:35:43,"Quinta - período da manhã - prof Luiz",NA,NA,NA,NA,NA,NA,NA,"d) Sou fluente, e aplico quase que diariamente na minha vida",NA,"e) Tenho facilidade, e uso/aplico no meu dia a dia",NA,NA,2,NA,2,NA,"Não sei programar mas estou muito motivado a aprender","Não","2021/2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"c) Tenho facilidade em construir meus próprios gráficos e análises em uma ferramenta como Excel","d) Imprescindível para a sociedade da informação que vivemos hoje, e pode ser utilizada por pessoas não técnica.","Não sei programar mas estou muito motivado a aprender",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"d) Sou fluente, e aplico quase que diariamente na minha vida","e) Tenho facilidade, e uso/aplico no meu dia a dia","c) Tenho facilidade em construir meus próprios gráficos e análises em uma ferramenta como Excel","d) Imprescindível para a sociedade da informação que vivemos hoje, e pode ser utilizada por pessoas não técnica.","Não",3,3,1
NA,2021-08-02 13:35:48,"Terca - período da manhã - profa Patricia",NA,NA,NA,NA,NA,NA,NA,"b) Demanda muita concentração, mas deduzo conclusões",NA,"b) Tenho certa dificuldade, mas com empenho consigo bons resultados",NA,NA,0,NA,1,NA,"Não sei programar mas estou muito motivado a aprender","Não","2021/2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"b) Consigo realizar análise dados em pequena quantidade ou em gráficos simples","c) Tem certa utilidade, mas apenas em contextos de negócio bem específicos","Não sei programar mas estou muito motivado a aprender",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"b) Demanda muita concentração, mas deduzo conclusões","b) Tenho certa dificuldade, mas com empenho consigo bons resultados","b) Consigo realizar análise dados em pequena quantidade ou em gráficos simples","c) Tem certa utilidade, mas apenas em contextos de negócio bem específicos","Não",1,1,1
NA,2021-08-02 13:35:50,"Quarta - período da tarde - prof. Luiz",NA,"b) Tenho certa dificuldade, mas com empenho consigo bons resultados",NA,"b) Tenho certa fluência em ao menos uma linguagem de programação",NA,NA,NA,"c) Tenho facilidade, mas não aplico muito no meu dia a dia",NA,"e) Tenho facilidade, e uso/aplico no meu dia a dia",NA,NA,2,NA,2,NA,"Tenho curiosidade em aprender programar para aplicar na área de minha formação","Sim","2021/2","Baixo","Baixo","Moderado","Moderado","Baixo","Baixo","Moderado","Baixo","d) São imprescindíveis, em particular quando se deseja processar maiores volumes de dados e realizar análises mais complexas","c) Tenho facilidade em construir meus próprios gráficos e análises em uma ferramenta como Excel","d) Imprescindível para a sociedade da informação que vivemos hoje, e pode ser utilizada por pessoas não técnica.","Tenho curiosidade em aprender programar para aplicar na área de minha formação",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c) Tenho facilidade, mas não aplico muito no meu dia a dia","e) Tenho facilidade, e uso/aplico no meu dia a dia","c) Tenho facilidade em construir meus próprios gráficos e análises em uma ferramenta como Excel","d) Imprescindível para a sociedade da informação que vivemos hoje, e pode ser utilizada por pessoas não técnica.","Sim",2,3,2
NA,2021-08-02 13:36:06,"Quarta - período da tarde - prof. Luiz",NA,"b) Tenho certa dificuldade, mas com empenho consigo bons resultados",NA,"a) Fiz algum treinamento, construindo alguns códigos básicos",NA,NA,NA,"c) Tenho facilidade, mas não aplico muito no meu dia a dia",NA,"b) Tenho certa dificuldade, mas com empenho consigo bons resultados",NA,NA,2,NA,2,NA,"Não sei programar mas estou muito motivado a aprender","Sim","2021/2","Nenhum","Nenhum","Nenhum","Nenhum","Baixo","Baixo","Nenhum, Baixo","Baixo","c) Sim, na maioria dos casos é inclusive mais flexível que ferramentas como Excel","c) Tenho facilidade em construir meus próprios gráficos e análises em uma ferramenta como Excel","d) Imprescindível para a sociedade da informação que vivemos hoje, e pode ser utilizada por pessoas não técnica.","Não sei programar mas estou muito motivado a aprender",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c) Tenho facilidade, mas não aplico muito no meu dia a dia","b) Tenho certa dificuldade, mas com empenho consigo bons resultados","c) Tenho facilidade em construir meus próprios gráficos e análises em uma ferramenta como Excel","d) Imprescindível para a sociedade da informação que vivemos hoje, e pode ser utilizada por pessoas não técnica.","Sim",2,1,1
NA,2021-08-02 13:36:10,"Quarta - período da tarde - prof. Luiz",NA,NA,NA,NA,NA,NA,NA,"d) Sou fluente, e aplico quase que diariamente na minha vida",NA,"e) Tenho facilidade, e uso/aplico no meu dia a dia",NA,NA,2,NA,2,NA,"Tenho curiosidade em aprender programar para aplicar na área de minha formação","Não","2021/2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"c) Tenho facilidade em construir meus próprios gráficos e análises em uma ferramenta como Excel","d) Imprescindível para a sociedade da informação que vivemos hoje, e pode ser utilizada por pessoas não técnica.","Tenho curiosidade em aprender programar para aplicar na área de minha formação",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"d) Sou fluente, e aplico quase que diariamente na minha vida","e) Tenho facilidade, e uso/aplico no meu dia a dia","c) Tenho facilidade em construir meus próprios gráficos e análises em uma ferramenta como Excel","d) Imprescindível para a sociedade da informação que vivemos hoje, e pode ser utilizada por pessoas não técnica.","Não",3,3,2
NA,2021-08-02 13:36:15,"Quarta - período da tarde - prof. Luiz",NA,"b) Tenho certa dificuldade, mas com empenho consigo bons resultados",NA,"a) Fiz algum treinamento, construindo alguns códigos básicos",NA,NA,NA,"b) Demanda muita concentração, mas deduzo conclusões",NA,"b) Tenho certa dificuldade, mas com empenho consigo bons resultados",NA,NA,0,NA,2,NA,"Tenho curiosidade em aprender programar para aplicar na área de minha formação","Sim","2021/2","Moderado","Nenhum","Nenhum","Nenhum","Nenhum","Nenhum","Nenhum","Nenhum","c) Sim, na maioria dos casos é inclusive mais flexível que ferramentas como Excel","b) Consigo realizar análise dados em pequena quantidade ou em gráficos simples","d) Imprescindível para a sociedade da informação que vivemos hoje, e pode ser utilizada por pessoas não técnica.","Tenho curiosidade em aprender programar para aplicar na área de minha formação",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"b) Demanda muita concentração, mas deduzo conclusões","b) Tenho certa dificuldade, mas com empenho consigo bons resultados","b) Consigo realizar análise dados em pequena quantidade ou em gráficos simples","d) Imprescindível para a sociedade da informação que vivemos hoje, e pode ser utilizada por pessoas não técnica.","Sim",1,1,2
NA,2021-08-02 13:36:34,"Segunda-feira - Tarde - Prof Luiz",NA,NA,NA,NA,NA,NA,NA,"c) Tenho facilidade, mas não aplico muito no meu dia a dia",NA,"b) Tenho certa dificuldade, mas com empenho consigo bons resultados",NA,NA,2,NA,2,NA,"Não sei programar mas estou muito motivado a aprender","Não","2021/2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"c) Tenho facilidade em construir meus próprios gráficos e análises em uma ferramenta como Excel","d) Imprescindível para a sociedade da informação que vivemos hoje, e pode ser utilizada por pessoas não técnica.","Não sei programar mas estou muito motivado a aprender",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c) Tenho facilidade, mas não aplico muito no meu dia a dia","b) Tenho certa dificuldade, mas com empenho consigo bons resultados","c) Tenho facilidade em construir meus próprios gráficos e análises em uma ferramenta como Excel","d) Imprescindível para a sociedade da informação que vivemos hoje, e pode ser utilizada por pessoas não técnica.","Não",2,1,1
NA,2021-08-02 13:36:48,"Segunda-feira - Tarde - Prof Luis",NA,NA,NA,NA,NA,NA,NA,"b) Demanda muita concentração, mas deduzo conclusões",NA,"b) Tenho certa dificuldade, mas com empenho consigo bons resultados",NA,NA,2,NA,2,NA,"Não sei programar mas estou muito motivado a aprender","Não","2021/2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"c) Tenho facilidade em construir meus próprios gráficos e análises em uma ferramenta como Excel","d) Imprescindível para a sociedade da informação que vivemos hoje, e pode ser utilizada por pessoas não técnica.","Não sei programar mas estou muito motivado a aprender",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"b) Demanda muita concentração, mas deduzo conclusões","b) Tenho certa dificuldade, mas com empenho consigo bons resultados","c) Tenho facilidade em construir meus próprios gráficos e análises em uma ferramenta como Excel","d) Imprescindível para a sociedade da informação que vivemos hoje, e pode ser utilizada por pessoas não técnica.","Não",1,1,1
NA,2021-08-02 13:36:54,"Segunda-feira - Tarde - Prof Luiz",NA,NA,NA,NA,NA,NA,NA,"a) Limitado",NA,"a) Tenho pavor e tento nem usar no meu dia a dia",NA,NA,-1,NA,0,NA,"Não sei programar mas estou muito motivado a aprender","Não","2021/2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"a) Sinto muita dificuldade em analise de dados","b) Algo que pode ser útil nos dias de hoje, mas muito complexo, devendo ser utilizada apenas por profissionais de tecnologia","Não sei programar mas estou muito motivado a aprender",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a) Limitado","a) Tenho pavor e tento nem usar no meu dia a dia","a) Sinto muita dificuldade em analise de dados","b) Algo que pode ser útil nos dias de hoje, mas muito complexo, devendo ser utilizada apenas por profissionais de tecnologia","Não",0,0,1
NA,2021-08-02 13:38:34,"Segunda-feira - Tarde - Prof. Luiz",NA,"c) Tenho certa facilidade, mas não vejo grande uso no meu dia a dia",NA,"b) Tenho certa fluência em ao menos uma linguagem de programação",NA,NA,NA,"c) Tenho facilidade, mas não aplico muito no meu dia a dia",NA,"e) Tenho facilidade, e uso/aplico no meu dia a dia",NA,NA,3,NA,2,NA,"Tenho curiosidade em aprender programar para aplicar na área de minha formação","Sim","2021/2","Moderado","Baixo","Baixo","Moderado","Nenhum","Nenhum","Nenhum","Nenhum","d) São imprescindíveis, em particular quando se deseja processar maiores volumes de dados e realizar análises mais complexas","d) Consigo fazer análises em grandes volumes de dados com uso de ferramentas de programação, utilizando comandos simples da linguagem","d) Imprescindível para a sociedade da informação que vivemos hoje, e pode ser utilizada por pessoas não técnica.","Tenho curiosidade em aprender programar para aplicar na área de minha formação",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c) Tenho facilidade, mas não aplico muito no meu dia a dia","e) Tenho facilidade, e uso/aplico no meu dia a dia","d) Consigo fazer análises em grandes volumes de dados com uso de ferramentas de programação, utilizando comandos simples da linguagem","d) Imprescindível para a sociedade da informação que vivemos hoje, e pode ser utilizada por pessoas não técnica.","Sim",2,3,2
NA,2021-08-02 13:39:27,"Segunda-feira - Tarde - Prof Luiz",NA,"d) Tenho facilidade, além de aplicar em situações de meu dia a dia",NA,"b) Tenho certa fluência em ao menos uma linguagem de programação",NA,NA,NA,"c) Tenho facilidade, mas não aplico muito no meu dia a dia",NA,"e) Tenho facilidade, e uso/aplico no meu dia a dia",NA,NA,3,NA,1,NA,"Tenho curiosidade em aprender programar para aplicar na área de minha formação","Sim","2021/2","Moderado","Nenhum","Nenhum","Nenhum","Nenhum","Nenhum","Nenhum","Nenhum","d) São imprescindíveis, em particular quando se deseja processar maiores volumes de dados e realizar análises mais complexas","d) Consigo fazer análises em grandes volumes de dados com uso de ferramentas de programação, utilizando comandos simples da linguagem","c) Tem certa utilidade, mas apenas em contextos de negócio bem específicos","Tenho curiosidade em aprender programar para aplicar na área de minha formação",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c) Tenho facilidade, mas não aplico muito no meu dia a dia","e) Tenho facilidade, e uso/aplico no meu dia a dia","d) Consigo fazer análises em grandes volumes de dados com uso de ferramentas de programação, utilizando comandos simples da linguagem","c) Tem certa utilidade, mas apenas em contextos de negócio bem específicos","Sim",2,3,2
NA,2021-08-02 13:39:33,"Segunda-feira - Tarde - Prof Luis",NA,NA,NA,NA,NA,NA,NA,"c) Tenho facilidade, mas não aplico muito no meu dia a dia",NA,"b) Tenho certa dificuldade, mas com empenho consigo bons resultados",NA,NA,2,NA,0,NA,"Não sei programar mas estou muito motivado a aprender","Não","2021/2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"c) Tenho facilidade em construir meus próprios gráficos e análises em uma ferramenta como Excel","Acho que tem certa utilidade, porém tenho certo receio em relação ao seu controle e manutenção pela sociedade atual","Não sei programar mas estou muito motivado a aprender",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c) Tenho facilidade, mas não aplico muito no meu dia a dia","b) Tenho certa dificuldade, mas com empenho consigo bons resultados","c) Tenho facilidade em construir meus próprios gráficos e análises em uma ferramenta como Excel","Acho que tem certa utilidade, porém tenho certo receio em relação ao seu controle e manutenção pela sociedade atual","Não",2,1,1
NA,2021-08-02 13:42:53,"Terca - período da manhã - profa Patricia",NA,NA,NA,NA,NA,NA,NA,"c) Tenho facilidade, mas não aplico muito no meu dia a dia",NA,"b) Tenho certa dificuldade, mas com empenho consigo bons resultados",NA,NA,2,NA,1,NA,"Tenho curiosidade em aprender programar para aplicar na área de minha formação","Não","2021/2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"c) Tenho facilidade em construir meus próprios gráficos e análises em uma ferramenta como Excel","c) Tem certa utilidade, mas apenas em contextos de negócio bem específicos","Tenho curiosidade em aprender programar para aplicar na área de minha formação",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c) Tenho facilidade, mas não aplico muito no meu dia a dia","b) Tenho certa dificuldade, mas com empenho consigo bons resultados","c) Tenho facilidade em construir meus próprios gráficos e análises em uma ferramenta como Excel","c) Tem certa utilidade, mas apenas em contextos de negócio bem específicos","Não",2,1,2
NA,2021-08-02 13:44:27,"Segunda-feira - Tarde - Prof Luiz",NA,NA,NA,NA,NA,NA,NA,"b) Demanda muita concentração, mas deduzo conclusões",NA,"b) Tenho certa dificuldade, mas com empenho consigo bons resultados",NA,NA,-1,NA,0,NA,"Não sei programar mas estou muito motivado a aprender","Não","2021/2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"a) Sinto muita dificuldade em analise de dados","b) Algo que pode ser útil nos dias de hoje, mas muito complexo, devendo ser utilizada apenas por profissionais de tecnologia","Não sei programar mas estou muito motivado a aprender",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"b) Demanda muita concentração, mas deduzo conclusões","b) Tenho certa dificuldade, mas com empenho consigo bons resultados","a) Sinto muita dificuldade em analise de dados","b) Algo que pode ser útil nos dias de hoje, mas muito complexo, devendo ser utilizada apenas por profissionais de tecnologia","Não",1,1,1
NA,2021-08-02 13:50:11,"Segunda-feira - Tarde - Prof Luiz",NA,NA,NA,NA,NA,NA,NA,"c) Tenho facilidade, mas não aplico muito no meu dia a dia",NA,"b) Tenho certa dificuldade, mas com empenho consigo bons resultados",NA,NA,0,NA,2,NA,"Não sei programar mas estou muito motivado a aprender","Não","2021/2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"b) Consigo realizar análise dados em pequena quantidade ou em gráficos simples","d) Imprescindível para a sociedade da informação que vivemos hoje, e pode ser utilizada por pessoas não técnica.","Não sei programar mas estou muito motivado a aprender",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c) Tenho facilidade, mas não aplico muito no meu dia a dia","b) Tenho certa dificuldade, mas com empenho consigo bons resultados","b) Consigo realizar análise dados em pequena quantidade ou em gráficos simples","d) Imprescindível para a sociedade da informação que vivemos hoje, e pode ser utilizada por pessoas não técnica.","Não",2,1,1
NA,2021-08-02 16:38:24,"Quarta - período da tarde - prof. Luiz",NA,"a) Tenho pavor",NA,"a) Fiz algum treinamento, construindo alguns códigos básicos",NA,NA,NA,"c) Tenho facilidade, mas não aplico muito no meu dia a dia",NA,"e) Tenho facilidade, e uso/aplico no meu dia a dia",NA,NA,0,NA,2,NA,"Tenho curiosidade em aprender programar para aplicar na área de minha formação","Sim","2021/2","Baixo, Moderado","Nenhum","Nenhum","Nenhum","Nenhum","Nenhum","Nenhum","Nenhum","d) São imprescindíveis, em particular quando se deseja processar maiores volumes de dados e realizar análises mais complexas","b) Consigo realizar análise dados em pequena quantidade ou em gráficos simples","d) Imprescindível para a sociedade da informação que vivemos hoje, e pode ser utilizada por pessoas não técnica.","Tenho curiosidade em aprender programar para aplicar na área de minha formação",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c) Tenho facilidade, mas não aplico muito no meu dia a dia","e) Tenho facilidade, e uso/aplico no meu dia a dia","b) Consigo realizar análise dados em pequena quantidade ou em gráficos simples","d) Imprescindível para a sociedade da informação que vivemos hoje, e pode ser utilizada por pessoas não técnica.","Sim",2,3,2
NA,2021-08-02 18:16:26,"Segunda-feira - Tarde - Prof Luiz",NA,NA,NA,NA,NA,NA,NA,"b) Demanda muita concentração, mas deduzo conclusões",NA,"b) Tenho certa dificuldade, mas com empenho consigo bons resultados",NA,NA,-1,NA,0,NA,"Não sei programar mas estou muito motivado a aprender","Não","2021/2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"a) Sinto muita dificuldade em analise de dados","b) Algo que pode ser útil nos dias de hoje, mas muito complexo, devendo ser utilizada apenas por profissionais de tecnologia","Não sei programar mas estou muito motivado a aprender",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"b) Demanda muita concentração, mas deduzo conclusões","b) Tenho certa dificuldade, mas com empenho consigo bons resultados","a) Sinto muita dificuldade em analise de dados","b) Algo que pode ser útil nos dias de hoje, mas muito complexo, devendo ser utilizada apenas por profissionais de tecnologia","Não",1,1,1
